exp_name,input_type,input_source,rows,cols,B_cols,B_density,total_nonzeros,input_blocks_density,input_entries_density,input_block_size,reorder_algorithm,algo_block_size,epsilon,similarity_func,hierarchic_merge,scramble,Warmup,Repetitions,Algorithm,VBSmm_mean(ms),VBSmm_std,cusparse_spmm_mean(ms),cusparse_spmm_std,
default,4,NO_INPUT,1024,1024,2048,1.000000,492,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.322699,0.009864,0.218773,0.001738,
default,4,NO_INPUT,1024,1024,2048,1.000000,4920,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.329184,0.014356,0.321301,0.002940,
default,4,NO_INPUT,1024,1024,2048,1.000000,125,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.481621,0.025346,0.157035,0.001682,
default,4,NO_INPUT,1024,1024,2048,1.000000,1025,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.472907,0.011336,0.314624,0.001413,
default,4,NO_INPUT,1024,1024,2048,1.000000,10250,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.470165,0.005529,0.240320,0.001229,
default,4,NO_INPUT,1024,1024,2048,1.000000,255,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.745045,0.007268,0.288597,0.001007,
default,4,NO_INPUT,1024,1024,2048,1.000000,2091,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.745376,0.008126,0.447723,0.006232,
default,4,NO_INPUT,1024,1024,2048,1.000000,20910,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.777611,0.011026,0.396053,0.013215,
default,4,NO_INPUT,1024,1024,2048,1.000000,640,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.575477,0.021165,0.306955,0.001852,
default,4,NO_INPUT,1024,1024,2048,1.000000,5248,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.563541,0.017135,0.417355,0.003454,
default,4,NO_INPUT,1024,1024,2048,1.000000,52480,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.643232,0.065222,0.644565,0.005557,
default,4,NO_INPUT,1024,1024,2048,1.000000,51,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.166101,0.070061,0.124160,0.001244,
default,4,NO_INPUT,1024,1024,2048,1.000000,492,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.171552,0.073482,0.232811,0.000958,
default,4,NO_INPUT,1024,1024,2048,1.000000,4917,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.176277,0.077908,0.290048,0.000697,
default,4,NO_INPUT,1024,1024,2048,1.000000,102,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.202027,0.071049,0.200672,0.000805,
default,4,NO_INPUT,1024,1024,2048,1.000000,984,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.202795,0.071467,0.311637,0.021101,
default,4,NO_INPUT,1024,1024,2048,1.000000,9834,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.203136,0.074595,0.254869,0.000983,
default,4,NO_INPUT,1024,1024,2048,1.000000,204,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.271552,0.074725,0.197013,0.001056,
default,4,NO_INPUT,1024,1024,2048,1.000000,1968,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.276928,0.062250,0.336203,0.001913,
default,4,NO_INPUT,1024,1024,2048,1.000000,19668,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.283851,0.070668,0.268715,0.000272,
default,4,NO_INPUT,1024,1024,2048,1.000000,544,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.490187,0.076696,0.255477,0.001657,
default,4,NO_INPUT,1024,1024,2048,1.000000,5248,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.492928,0.080036,0.408619,0.010431,
default,4,NO_INPUT,1024,1024,2048,1.000000,52448,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.494901,0.076438,0.787328,0.140518,
default,4,NO_INPUT,1024,1024,2048,1.000000,66,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.104448,0.067566,0.152672,0.000287,
default,4,NO_INPUT,1024,1024,2048,1.000000,656,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.100704,0.066187,0.363467,0.002327,
default,4,NO_INPUT,1024,1024,2048,1.000000,6554,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.103819,0.068144,0.270080,0.000380,
default,4,NO_INPUT,1024,1024,2048,1.000000,198,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.157643,0.060873,0.171435,0.000462,
default,4,NO_INPUT,1024,1024,2048,1.000000,1968,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.163851,0.068560,0.361120,0.002361,
default,4,NO_INPUT,1024,1024,2048,1.000000,19662,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.154475,0.071228,0.276629,0.002628,
default,4,NO_INPUT,1024,1024,2048,1.000000,528,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.274688,0.068648,0.255808,0.001566,
default,4,NO_INPUT,1024,1024,2048,1.000000,5248,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.280800,0.073666,0.331616,0.002355,
default,4,NO_INPUT,1024,1024,2048,1.000000,52432,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.282027,0.070044,0.546400,0.006860,
default,4,NO_INPUT,1024,1024,4096,1.000000,60,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.368864,0.021942,0.288405,0.001792,
default,4,NO_INPUT,1024,1024,4096,1.000000,492,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.373451,0.006204,0.420683,0.011278,
default,4,NO_INPUT,1024,1024,4096,1.000000,4920,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.376459,0.007794,0.631552,0.002703,
default,4,NO_INPUT,1024,1024,4096,1.000000,125,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.494091,0.010224,0.302517,0.001111,
default,4,NO_INPUT,1024,1024,4096,1.000000,1025,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.526827,0.013188,0.617099,0.003205,
default,4,NO_INPUT,1024,1024,4096,1.000000,10250,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.528661,0.008059,0.468075,0.001152,
default,4,NO_INPUT,1024,1024,4096,1.000000,255,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.797931,0.022247,0.597643,0.002298,
default,4,NO_INPUT,1024,1024,4096,1.000000,2091,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.780181,0.003914,0.907307,0.022899,
default,4,NO_INPUT,1024,1024,4096,1.000000,20910,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.765131,0.013932,0.826240,0.071461,
default,4,NO_INPUT,1024,1024,4096,1.000000,640,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.585013,0.017869,0.633525,0.001066,
default,4,NO_INPUT,1024,1024,4096,1.000000,5248,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.599925,0.038416,0.909280,0.030696,
default,4,NO_INPUT,1024,1024,4096,1.000000,52480,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.565717,0.012675,1.704736,0.184631,
default,4,NO_INPUT,1024,1024,4096,1.000000,51,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.217237,0.088019,0.240427,0.001171,
default,4,NO_INPUT,1024,1024,4096,1.000000,492,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.222741,0.088979,0.458016,0.001959,
default,4,NO_INPUT,1024,1024,4096,1.000000,4917,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.208885,0.081871,0.558027,0.002247,
default,4,NO_INPUT,1024,1024,4096,1.000000,102,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.261675,0.084413,0.383200,0.002969,
default,4,NO_INPUT,1024,1024,4096,1.000000,984,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.265077,0.087091,0.610688,0.002178,
default,4,NO_INPUT,1024,1024,4096,1.000000,9834,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.260085,0.082697,0.486901,0.000850,
default,4,NO_INPUT,1024,1024,4096,1.000000,204,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.337525,0.079987,0.398261,0.000963,
default,4,NO_INPUT,1024,1024,4096,1.000000,1968,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.331147,0.077632,0.709579,0.007343,
default,4,NO_INPUT,1024,1024,4096,1.000000,19668,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.339861,0.081673,0.514709,0.000810,
default,4,NO_INPUT,1024,1024,4096,1.000000,544,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.629141,0.080995,0.534581,0.001333,
default,4,NO_INPUT,1024,1024,4096,1.000000,5248,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.639051,0.085902,0.880757,0.012379,
default,4,NO_INPUT,1024,1024,4096,1.000000,52448,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.622421,0.074741,1.662240,0.144825,
default,4,NO_INPUT,1024,1024,4096,1.000000,66,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.153579,0.080958,0.282389,0.001389,
default,4,NO_INPUT,1024,1024,4096,1.000000,656,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.146720,0.080749,0.718581,0.001947,
default,4,NO_INPUT,1024,1024,4096,1.000000,6554,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.146507,0.076834,0.512533,0.000237,
default,4,NO_INPUT,1024,1024,4096,1.000000,198,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.262763,0.081975,0.325195,0.000939,
default,4,NO_INPUT,1024,1024,4096,1.000000,1968,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.258613,0.079299,0.741803,0.005506,
default,4,NO_INPUT,1024,1024,4096,1.000000,19662,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.262816,0.091573,0.519051,0.000913,
default,4,NO_INPUT,1024,1024,4096,1.000000,528,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.522955,0.084083,0.522699,0.003518,
default,4,NO_INPUT,1024,1024,4096,1.000000,5248,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.513067,0.077802,0.692075,0.010834,
default,4,NO_INPUT,1024,1024,4096,1.000000,52432,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.515573,0.078712,1.137397,0.077912,
default,4,NO_INPUT,1024,2048,1024,1.000000,125,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.432736,0.008661,0.098496,0.001856,
default,4,NO_INPUT,1024,2048,1024,1.000000,1025,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.436587,0.019694,0.145824,0.004243,
default,4,NO_INPUT,1024,2048,1024,1.000000,10250,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.432139,0.009931,0.138688,0.001115,
default,4,NO_INPUT,1024,2048,1024,1.000000,255,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.721739,0.027307,0.120544,0.001294,
default,4,NO_INPUT,1024,2048,1024,1.000000,2091,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.696245,0.008218,0.297909,0.004251,
default,4,NO_INPUT,1024,2048,1024,1.000000,20910,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.707328,0.021862,0.198048,0.004252,
default,4,NO_INPUT,1024,2048,1024,1.000000,510,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.384139,0.177826,0.155403,0.004158,
default,4,NO_INPUT,1024,2048,1024,1.000000,4182,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.334859,0.022257,0.214197,0.000950,
default,4,NO_INPUT,1024,2048,1024,1.000000,41820,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.245461,0.008523,0.435605,0.005952,
default,4,NO_INPUT,1024,2048,1024,1.000000,1280,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,3.005237,0.175916,0.239381,0.001330,
default,4,NO_INPUT,1024,2048,1024,1.000000,10496,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.880032,0.037512,0.298581,0.001740,
default,4,NO_INPUT,1024,2048,1024,1.000000,104960,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.797557,0.011566,1.229344,0.013882,
default,4,NO_INPUT,1024,2048,1024,1.000000,102,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.209504,0.092003,0.125888,0.001149,
default,4,NO_INPUT,1024,2048,1024,1.000000,984,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.201440,0.079123,0.174688,0.005484,
default,4,NO_INPUT,1024,2048,1024,1.000000,9834,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.189461,0.076419,0.142421,0.000144,
default,4,NO_INPUT,1024,2048,1024,1.000000,204,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.263467,0.078640,0.114432,0.001096,
default,4,NO_INPUT,1024,2048,1024,1.000000,1968,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.256864,0.074812,0.232533,0.002930,
default,4,NO_INPUT,1024,2048,1024,1.000000,19668,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.262293,0.078218,0.210955,0.031870,
default,4,NO_INPUT,1024,2048,1024,1.000000,425,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.411275,0.091394,0.163221,0.000732,
default,4,NO_INPUT,1024,2048,1024,1.000000,4100,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.395413,0.081210,0.246912,0.000594,
default,4,NO_INPUT,1024,2048,1024,1.000000,40975,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.407360,0.092716,0.372661,0.002986,
default,4,NO_INPUT,1024,2048,1024,1.000000,1088,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.803264,0.095194,0.237781,0.003886,
default,4,NO_INPUT,1024,2048,1024,1.000000,10496,0.500000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.798016,0.075218,0.314592,0.002700,
default,4,NO_INPUT,1024,2048,1024,1.000000,104896,0.500000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.783872,0.071402,1.381589,0.056647,
default,4,NO_INPUT,1024,2048,1024,1.000000,66,0.050000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.094805,0.081988,0.090016,0.001151,
default,4,NO_INPUT,1024,2048,1024,1.000000,656,0.050000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.095669,0.080180,0.180747,0.009059,
default,4,NO_INPUT,1024,2048,1024,1.000000,6554,0.050000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.094656,0.081597,0.144928,0.001317,
default,4,NO_INPUT,1024,2048,1024,1.000000,198,0.100000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.141365,0.088956,0.136875,0.001478,
default,4,NO_INPUT,1024,2048,1024,1.000000,1968,0.100000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.131040,0.078721,0.346549,0.012034,
default,4,NO_INPUT,1024,2048,1024,1.000000,19662,0.100000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.134027,0.080952,0.260171,0.006004,
default,4,NO_INPUT,1024,2048,1024,1.000000,396,0.200000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.182336,0.083472,0.135072,0.002352,
default,4,NO_INPUT,1024,2048,1024,1.000000,3936,0.200000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.179456,0.081611,0.165536,0.001516,
default,4,NO_INPUT,1024,2048,1024,1.000000,39324,0.200000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.183616,0.087565,0.286293,0.006861,
default,4,NO_INPUT,1024,2048,1024,1.000000,1056,0.500000,0.001000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.329301,0.066035,0.227744,0.002035,
default,4,NO_INPUT,1024,2048,1024,1.000000,10496,0.500000,0.010000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.330965,0.068480,0.260949,0.003021,
default,4,NO_INPUT,1024,2048,1024,1.000000,104864,0.500000,0.100000,256,saad,1,0.500000,scalar,1,0,1,3,-1,0.327605,0.065158,1.207648,0.005513,
default,4,NO_INPUT,1024,2048,2048,1.000000,125,0.050000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.482325,0.015806,0.175776,0.000592,
default,4,NO_INPUT,1024,2048,2048,1.000000,1025,0.050000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.487669,0.022098,0.275861,0.005571,
default,4,NO_INPUT,1024,2048,2048,1.000000,10250,0.050000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.478720,0.005827,0.253344,0.000577,
default,4,NO_INPUT,1024,2048,2048,1.000000,255,0.100000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.783915,0.009964,0.219691,0.001043,
default,4,NO_INPUT,1024,2048,2048,1.000000,2091,0.100000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.754293,0.029907,0.603221,0.003952,
default,4,NO_INPUT,1024,2048,2048,1.000000,20910,0.100000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,0.774304,0.004698,0.412096,0.011659,
default,4,NO_INPUT,1024,2048,2048,1.000000,510,0.200000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.341365,0.062997,0.289099,0.000092,
default,4,NO_INPUT,1024,2048,2048,1.000000,4182,0.200000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.367648,0.062697,0.456149,0.013312,
default,4,NO_INPUT,1024,2048,2048,1.000000,41820,0.200000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,1.317952,0.014248,0.965035,0.003366,
default,4,NO_INPUT,1024,2048,2048,1.000000,1280,0.500000,0.001000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.972768,0.024082,0.488459,0.004836,
default,4,NO_INPUT,1024,2048,2048,1.000000,10496,0.500000,0.010000,64,saad,1,0.500000,scalar,1,0,1,3,-1,2.913536,0.031276,0.651509,0.013667,
default,4,NO_INPUT,1024,2048,2048,1.000000,104960,0.500000,0.100000,64,saad,1,0.500000,scalar,1,0,1,3,-1,3.054421,0.069129,2.740693,0.116288,
default,4,NO_INPUT,1024,2048,2048,1.000000,102,0.050000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.230240,0.089923,0.238347,0.000721,
default,4,NO_INPUT,1024,2048,2048,1.000000,984,0.050000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.217419,0.079496,0.346741,0.014138,
default,4,NO_INPUT,1024,2048,2048,1.000000,9834,0.050000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.215093,0.079331,0.262933,0.001712,
default,4,NO_INPUT,1024,2048,2048,1.000000,204,0.100000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.284267,0.079600,0.212939,0.001692,
default,4,NO_INPUT,1024,2048,2048,1.000000,1968,0.100000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.282763,0.078435,0.459531,0.004678,
default,4,NO_INPUT,1024,2048,2048,1.000000,19668,0.100000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.275285,0.076580,0.361952,0.016314,
default,4,NO_INPUT,1024,2048,2048,1.000000,425,0.200000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.421611,0.081893,0.310400,0.002328,
default,4,NO_INPUT,1024,2048,2048,1.000000,4100,0.200000,0.010000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.421109,0.076631,0.483424,0.003744,
default,4,NO_INPUT,1024,2048,2048,1.000000,40975,0.200000,0.100000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.439435,0.087265,0.793621,0.040832,
default,4,NO_INPUT,1024,2048,2048,1.000000,1088,0.500000,0.001000,128,saad,1,0.500000,scalar,1,0,1,3,-1,0.840736,0.086295,0.473600,0.005999,
